date_requested,uuid,title,description,keywords,snippet,url,image_url,language,published_at,source,relevance_score,ticker
2024-03-14,cc835514-5889-4799-bd15-23c3371143fd,"Market Today: FDA Approves First NASH Therapy, Adobe and Ulta Beauty Report Earnings","Market Overview
The stock market experienced a downturn, with the S&P 500 (-0.3%), Nasdaq Composite (-0.3%), and Dow Jones Industrial Average (-0.4%) all closin","GuruFocus, Article, News, GuruFocus Research, MDGL, ADBE, ULTA, AAPL, ARCC, GERN, KODK, MO, VLO, PD, PATH, CDLX, BA, ENPH, AAPL, MSFT, AMZN, GOOG","Market Overview

The stock market experienced a downturn, with the S&P 500 (-0.3%), Nasdaq Composite (-0.3%), and Dow Jones Industrial Average (-0.4%) all closi...",https://www.gurufocus.com/news/2383968/market-today-fda-approves-first-nash-therapy-adobe-and-ulta-beauty-report-earnings,https://static.gurufocus.com/1732803573856661504.png,en,2024-03-14 22:40:31+00:00,gurufocus.com,,AAPL
2024-03-14,b54f57bf-ccb6-4ccd-b01c-acacf5376ca6,Earnings call: Build-A-Bear Workshop sees record results for the fourth quarter By Investing.com,Earnings call: Build-A-Bear Workshop sees record results for the fourth quarter,,"Published Mar 14, 2024 07:53PM ET

© Reuters.

BBW +16.08% Add to/Remove from Watchlist

Build-A-Bear Workshop (NYSE: BBW) has announced another year of record...",https://www.investing.com/news/stock-market-news/earnings-call-buildabear-workshop-sees-record-results-for-the-fourth-quarter-93CH-3339137,https://i-invdn-com.investing.com/news/LYNXNPEB9M0BY_L.jpg,en,2024-03-14 23:53:33+00:00,investing.com,,AAPL
2024-04-30,c40bd833-932e-4b53-9e58-41f2fe3d279e,Stocks Sink In April As Inflation Fears Rise,"The S&P 500 fell significantly in April, giving back a chunk of this year's gains. Read why volatility will reign given uncertainty with the Fed and earnings.",,"Matteo Colombo

In what has become a rare occurrence on Wall Street, the S&P 500 fell significantly in April. Coming into the month, the SPX had been up nine of...",https://seekingalpha.com/article/4687696-stocks-sink-in-april-as-inflation-fears-rise,https://static.seekingalpha.com/cdn/s3/uploads/getty_images/668600179/image_668600179.jpg?io=getty-c-w1536,en,2024-04-30 20:45:52+00:00,seekingalpha.com,,AAPL
2024-04-30,536364cc-6462-43c3-be03-ed1d38be9d47,"Is It Over, Or Just A Dead Cat Bounce?","The S&P 500 rebounded by nearly 4% after a 7% pullback, but uncertainty remains about whether the correction is over or not. Explore more details here.",,"PM Images

The S&P 500 Index (SP500, SPX) rebounded considerably, bouncing by nearly 4%. The recovery comes after a broad market pullback of roughly 7% (peak to...",https://seekingalpha.com/article/4687725-is-it-over-or-just-a-dead-cat-bounce,https://static.seekingalpha.com/cdn/s3/uploads/getty_images/1072593728/image_1072593728.jpg?io=getty-c-w1536,en,2024-04-30 21:19:00+00:00,seekingalpha.com,,AAPL
2024-04-30,cd40a03a-5bc7-44c4-82c9-8aa16371bb33,Elfun Trusts Energizes Portfolio with CMS Energy Corp Stake,"Insight into Elfun Trusts (Trades, Portfolio)' Q1 2024 Investment Moves and Stock Adjustments

Elfun Trusts (Trades, Portfolio), a fund with exclusive access fo","GuruFocus, Article, News, GuruFocus Research, MSFT, NVDA, AMZN, AAPL, META, CMS, ULTA, ADBE, ON, AMT, NEE, COST, WM","Insight into Elfun Trusts Trades, Portfolio)' Q1 2024 Investment Moves and Stock Adjustments

Elfun Trusts (Trades, Portfolio), a fund with exclusive access for...",https://www.gurufocus.com/news/2422582/elfun-trusts-energizes-portfolio-with-cms-energy-corp-stake,https://s3.amazonaws.com/gurufocus_userupload/1785413952948301824.png,en,2024-04-30 22:01:37+00:00,gurufocus.com,,AAPL
2024-05-30,69bded87-04b1-4f68-bc4b-5b90151c4ac1,Dow Jones Futures: Fed Inflation Report Due After Key Stock Market Sector Dives; Dell Plunges Late,Dow Jones futures: The plunging software sector hit the key stock market indexes. Dell dived late. The Fed's favorite inflation report looms.,,"Dow Jones futures edged lower after hours, along with S&P 500 futures and Nasdaq futures, heading into the Fed's key inflation report. Dell Technologies (DELL) ...",https://www.investors.com/market-trend/stock-market-today/dow-jones-futures-fed-inflation-report-due-key-sector-dives-dell-plunges/,https://www.investors.com/wp-content/uploads/2021/04/Stock-inflation-01-adobe.jpg,en,2024-05-30 20:51:23+00:00,investors.com,,AAPL
2024-05-30,128d6293-0502-4eaa-b0dc-afcc1eb863b0,"Warner Bros. Discovery: Moving Guidance From Buy To Hold, Q2 Results Okay (WBD)","The Warner Bros. Discovery spin-off has reached a valuation that makes sense to holders, but maybe not buyers. Read more on the arguments for both a rise and decline in WBD stock value.",,"Kevin Winter/Getty Images Entertainment

Above: Big movie premieres are fading as theatrical films with few exceptions generate the kind of excitement that turn...",https://seekingalpha.com/article/4696580-warner-bros-discovery-moving-guidance-from-buy-to-hold-q2-results-ok-but-no-game-changers,https://static.seekingalpha.com/cdn/s3/uploads/getty_images/53030069/image_53030069.jpg?io=getty-c-w1536,en,2024-05-30 21:39:01+00:00,seekingalpha.com,,AAPL
2024-05-30,c4d9affa-53ba-4733-ad6f-76ed3b6c6df3,Apple plans major AI update for Siri to give users more control over apps: Bloomberg,Apple is planning a major update for Siri that could allow users to control iPhone app features with their voice.,,Apple (NASDAQ:AAPL) is planning a major update for its virtual assistant Siri that could allow users to control specific app features on the iPhone with their v...,https://seekingalpha.com/news/4111799-apple-plans-major-ai-update-for-siri-to-give-users-more-control-over-apps-bloomberg,https://static.seekingalpha.com/cdn/s3/uploads/getty_images/1173509038/image_1173509038.jpg?io=getty-c-w750,en,2024-05-30 22:01:03+00:00,seekingalpha.com,,AAPL
2024-07-24,1b90eb3e-1268-4412-bc95-2f859fe69133,Morning Bid: A megacap tsunami coming your way By Reuters,Morning Bid: A megacap tsunami coming your way,,"(Reuters) - A look at the day ahead in Asian markets by Alden Bentley in New York

Brace for fallout from a megacap-led wipe out. A rethink of the earnings pict...",https://www.investing.com/news/economy-news/morning-bid-a-megacap-tsunami-coming-your-way-3535018,https://i-invdn-com.investing.com/news/indicatornews_1_800x533_L_1413124982.jpg,en,2024-07-24 21:51:42+00:00,investing.com,,AAPL
2024-07-24,bfc1a961-050f-4789-8c61-689bbb68f100,"Global Stocks Drop on AI Rethink, Yen Strengthens: Markets Wrap",Equities in Asia were set to decline as investors began to pullback on the artificial-intelligence frenzy that has powered the bull market this year.,,"This advertisement has not loaded yet, but your article continues below.

Global Stocks Drop on AI Rethink, Yen Strengthens: Markets Wrap Equities in Asia were ...",https://financialpost.com/pmn/business-pmn/global-stocks-drop-on-ai-rethink-yen-strengthens-markets-wrap,https://smartcdn.gprod.postmedia.digital/financialpost/wp-content/uploads/2024/07/sp-500-snaps-longest-streak-without2-drop-since2007-benchm.jpg,en,2024-07-24 22:58:50+00:00,financialpost.com,,AAPL
2024-07-24,7c8c3e19-0464-4fc8-b57a-b038fab540e9,"AI fever cools, wiping out $1.3 trillion on Nasdaq, with Tesla, Alphabet and more sinking",A growing number of market professionals argue that commercial hopes for AI are overblown. Read more at straitstimes.com.,,"SAN FRANCISCO – Investors soured on the promise of artificial intelligence (AI) on July 24, sparking a US$1 trillion (S$1.3 trillion) rout in the Nasdaq 100 i...",https://www.straitstimes.com/business/ai-fever-cools-wiping-out-13-trillion-on-the-nasdaq-stock-index,https://static1.straitstimes.com.sg/s3fs-public/styles/large30x20/public/articles/2024/07/25/2024-07-15T135223Z470349526RC2PT6A29Z9PRTRMADP3ONESTREAM-IPO.JPG?VersionId=OaOEhTslys3nON09A3OggFDEwak9XQwC,en,2024-07-24 23:15:00+00:00,straitstimes.com,,AAPL
2024-08-05,17ec9f5d-71e4-45eb-b522-c51f29263dca,S&P 500 Volatility Hits Highest Over Nasdaq 100 Since Pandemic,"In a day full of rare moves, S&P 500 options volatility spiked higher than the Nasdaq 100 for the first time since the Covid pandemic.","S&P 500 options, volatility, Nasdaq 100, VIX, VXN","(Bloomberg) -- In a day full of rare moves, S&P 500 options volatility spiked higher than the Nasdaq 100 for the first time since the Covid pandemic.

The Cboe ...",https://www.livemint.com/news/sp-500-volatility-hits-highest-over-nasdaq-100-since-pandemic-11722900237931.html,https://images.livemint.com/img/2018/12/28/1600x900/News_-_world_1545994908237.jpg,en,2024-08-05 23:23:57+00:00,livemint.com,,AAPL
2024-08-05,4c459876-773c-4e20-9634-3bd4f8726cf6,Apple Hospitality REIT (APLE) Q2 Earnings: Taking a Look at Key Metrics Versus Estimates,"Although the revenue and EPS for Apple Hospitality REIT (APLE) give a sense of how its business performed in the quarter ended June 2024, it might be worth considering how some key metrics compare with Wall Street estimates and the year-ago numbers.","stock, stocks, investment, investment advice, investing, online trading, online investment, online stock trading, stock market, financial, financial planning, quote, quotes, stock quotes","This page has not been authorized, sponsored, or otherwise approved or endorsed by the companies represented herein. Each of the company logos represented herei...",https://www.zacks.com/stock/news/2316564/apple-hospitality-reit-aple-q2-earnings-taking-a-look-at-key-metrics-versus-estimates?cid=CS-ZC-FT-fundamental_analysis|nfm-2316564,https://staticx-tuner.zacks.com/images/default_article_images/default304.jpg,en,2024-08-05 23:30:08+00:00,zacks.com,,AAPL
2024-08-05,d8412aaa-c619-4066-afbd-b4e58a486e3d,"Tech Stocks Lead Dow Jones Industrial Average To Largest Drop In Almost Two Years - Apple (NASDAQ:AAPL), Cisco Systems (NASDAQ:CSCO)","Stocks across the board fell on Monday due to concerns about a weakening US economy. The Dow dropped 2.6% while the S&P 500 and Nasdaq Composite also saw significant losses. Tech stocks, such as Intel and Apple, were among the biggest losers. Japanese stocks also saw a major decline, and oil prices fell as well. Traders are expecting the Fed to cut rates by half a point in September.",,"Stocks declined across the board on Monday as investors worried that the U.S. economy was weakening after Friday’s cooler-than-expected jobs report.

The Dow ...",https://www.benzinga.com/markets/asia/24/08/40175656/tech-stocks-lead-dow-jones-industrial-average-to-largest-drop-in-almost-two-years,https://cdn.benzinga.com/files/images/story/2024/08/05/Down-Crisis-Financial-Business-Market-Gr_0.jpeg?width=1200&height=800&fit=crop,en,2024-08-05 23:32:48+00:00,benzinga.com,,AAPL
2024-10-31,c61e57ad-fbda-4ddc-be00-11c9dca4e73a,"Apple Earnings: Q4 Results Decent, But Questions Continue Into Q1 2025 (NASDAQ:AAPL)",Apple reported Q4 2024 results that slightly beat estimates and provide some relief at face value. Click here to read an analysis of AAPL stock now.,,"As those who follow my account will know, I generally stay clear of writing on mega-caps. That's largely due to my desire to offer readers unique value in my wr...",https://seekingalpha.com/article/4731813-apple-earnings-q4-results-decent-but-questions-continue-into-q1-2025,https://static.seekingalpha.com/cdn/s3/uploads/getty_images/108108888/image_108108888.jpg?io=getty-c-w1536,en,2024-10-31 23:16:40+00:00,seekingalpha.com,,AAPL
2024-10-31,a899e8b5-7c5c-4c2c-b13e-2118eb25903f,Finding Long-Term Winners in Packaging and Exchange Stocks,,,"During their recent episode, Taylor, Carlisle, and George Livadis discussed Finding Long-Term Winners in Packaging and Exchange Stocks. Here’s an excerpt from...",https://acquirersmultiple.com/2024/10/finding-long-term-winners-in-packaging-and-exchange-stocks/,https://acquirersmultiple.com/wp-content/uploads/2015/06/rocketsquare_orange_175x175-100x100.png,en,2024-10-31 23:40:19+00:00,acquirersmultiple.com,,AAPL
2024-10-31,bf485805-b633-49bd-a79c-b88bda22a0b4,Apple Inc. (AAPL) Q4 2024 Earnings Call Transcript,"Apple Inc. (NASDAQ:AAPL) Q4 2024 Earnings Conference Call October 31, 2024 5:00 PM ETCompany ParticipantsSuhasini Chandramouli - Director, Investor...",,"Apple Inc. (NASDAQ:AAPL) Q4 2024 Earnings Conference Call October 31, 2024 5:00 PM ET

Company Participants

Suhasini Chandramouli - Director, Investor Relation...",https://seekingalpha.com/article/4731856-apple-inc-aapl-q4-2024-earnings-call-transcript,https://static.seekingalpha.com/assets/og_image_1200-29b2bfe1a595477db6826bd2126c63ac2091efb7ec76347a8e7f81ba17e3de6c.png,en,2024-10-31 23:59:06+00:00,seekingalpha.com,,AAPL
2024-11-15,59ecbc76-40d2-4430-b6b9-100224a752e0,Attorney Mina Haque Shares Her Successful M&A Strategy That Made Her CEO Of Tony Roma’s,Attorney Mina Haque shares how her competitive M&A strategy helped her land a role as Tony Roma's first female CEO.,"Mina Haque, M&A Strategy","Mina Haque, founder and principal attorney of the Washington, D.C.-based Law Office of Mohaimina ... [+] Haque PLLC and CEO of Tony Roma's. Courtesy of Mina Haq...",https://www.forbes.com/sites/yolarobert1/2024/11/15/attorney-mina-haque-shares-her-successful-ma-strategy-that-made-her-ceo-of-tony-romas/,https://imageio.forbes.com/specials-images/imageserve/6737ce66252d0ed6cd606207/0x0.jpg?format=jpg&height=900&width=1600&fit=bounds,en,2024-11-15 22:47:34+00:00,forbes.com,,AAPL
2024-11-15,ad58b422-70c1-42cb-b99b-f8702d514b62,S&P revises Ireland's outlook on Apple back-tax boost; Fitch affirms ratings By Reuters,S&P revises Ireland's outlook on Apple back-tax boost; Fitch affirms ratings,,"(Reuters) - S&P Global Ratings revised Ireland's outlook to ""positive"" from ""stable"" on Friday, citing extraordinary fiscal overperformance, sustained economic ...",https://www.investing.com/news/economy-news/sp-revises-irelands-outlook-to-positive-on-fiscal-overperformance-apple-backtax-boost-3726692,https://i-invdn-com.investing.com/news/indicatornews_4_800x533_L_1413112066.jpg,en,2024-11-15 22:50:36+00:00,investing.com,,AAPL
2024-11-15,1055e7de-5954-4705-ad44-9c6874d27a1e,Nasdaq Experiences Largest Weekly Drop Since September; Disney and Palantir Surge,"The three major U.S. stock indices closed lower, with the Nasdaq Composite dropping 2.24%, resulting in a 3.15% decline for the week. The S&P 500 fell 1.32% and","GuruFocus, Article, News, GuruFocus News, DIS","The three major U.S. stock indices closed lower, with the Nasdaq Composite dropping 2.24%, resulting in a 3.15% decline for the week. The S&P 500 fell 1.32% and...",https://www.gurufocus.com/news/2606699/nasdaq-experiences-largest-weekly-drop-since-september-disney-and-palantir-surge,https://static.gurufocus.com/logos/0C000009L1.png?20,en,2024-11-15 23:30:10+00:00,gurufocus.com,,AAPL
2024-12-18,888e831f-a5f8-4ad8-b9d9-38c01368d604,S&P 500 Sees Worst Fed Day Since 2001; Yields Up: Markets Wrap,"(Bloomberg) -- The Federal Reserve jarred US markets Wednesday, pushing stocks lower and sending Treasury yields soaring, after forecasting fewer interest rate cuts next year. It was the worst loss for the S&P 500 on the day of a rate decision since 2001.Most Read from BloombergNYPD Car Chases Are Becoming More Frequent — and More DangerousThe S&P 500 fell below the 6,000 level, suffering its worst session since August. The tech-heavy Nasdaq 100 dropped 3.6%, the most in five months. Micron Tech","Bloomberg, basis points, Jerome Powell, Bloomberg Daybreak, The Federal Reserve, S&P 500, Federal Open Market Committee, Micron Technology Inc.","(Bloomberg) -- The Federal Reserve jarred US markets Wednesday, pushing stocks lower and sending Treasury yields soaring, after forecasting fewer interest rate ...",https://finance.yahoo.com/news/asian-stocks-waver-focus-fed-222217336.html,https://s.yimg.com/ny/api/res/1.2/FYJCR.VIQ70pPUBEnxTIsw--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD03NDU-/https://media.zenfs.com/en/bloomberg_markets_842/b8d67593670685e91bd7a15ad4fffb72,en,2024-12-18 22:27:45+00:00,finance.yahoo.com,,AAPL
2024-12-18,caa1e4f8-eadd-485c-ba98-069782e8d232,Apple hits out at Meta's numerous interoperability requests By Reuters,Apple hits out at Meta's numerous interoperability requests,,"By Foo Yun Chee

BRUSSELS (Reuters) -Apple on Wednesday hit out at Meta Platforms (NASDAQ: ), saying its numerous requests to access the iPhone maker's software...",https://www.investing.com/news/economy-news/apple-hits-out-at-metas-numerous-interoperability-requests-3780772,https://i-invdn-com.investing.com/news/STOCK-EXCHANGE-RUSSIAN-TRADING-SYSTEMS_800x533_L_1414427815.jpg,en,2024-12-18 23:58:42+00:00,investing.com,,AAPL
2024-12-18,c7299034-5553-4467-a54d-35b8b4115acd,"Qualcomm saw Nuvia buy as chance to save $1.4 billion a year on Arm fees, CEO tells jury By Reuters","Qualcomm saw Nuvia buy as chance to save $1.4 billion a year on Arm fees, CEO tells jury",,"By Tom Hals

WILMINGTON, Delaware (Reuters) - Internal Qualcomm (NASDAQ: ) documents showed the chip firm estimated it could eventually save as much as $1.4 bil...",https://www.investing.com/news/stock-market-news/qualcomm-saw-nuvia-buy-as-chance-to-save-14-billion-a-year-on-arm-fees-ceo-tells-jury-3780773,https://i-invdn-com.investing.com/news/LYNXMPEA6M0X8_L.jpg,en,2024-12-18 23:59:35+00:00,investing.com,,AAPL
2025-01-15,eb2a442d-9897-4bb6-a06e-862335d14bd1,"Dow Jones Futures: Market Retakes Key Levels In Big Rally; Tesla, Meta Lead New Buys","Dow Jones futures: The stock market indexes surged on a tame CPI inflation report, reclaiming key levels. Tesla, Meta led a slew of new buys.",,"Dow Jones futures tilted higher after hours, along with S&P 500 futures and Nasdaq futures. Nvidia chipmaker Taiwan Semiconductor (TSM), UnitedHealth (UNH), Ban...",https://www.investors.com/market-trend/stock-market-today/dow-jones-futures-market-rally-tesla-meta-new-buys/,https://www.investors.com/wp-content/uploads/2018/11/Stock-BikerMountain-01-adobe.jpg,en,2025-01-15 23:14:19+00:00,investors.com,,AAPL
2025-01-15,3c6438c6-e62c-4b09-8325-658a8d6c496d,1 Hypergrowth Tech Stock to Buy in 2025,"This high-flying market darling may not be a great buy right now, but the stock would look great after a quick price correction.","SoundHound AI, stock price","It never hurts to plan ahead.

One of the greatest hypergrowth stocks on the market is a terrible buy right now, but that should change in 2025. An overheated s...",https://finance.yahoo.com/news/1-hypergrowth-tech-stock-buy-232700582.html,https://s.yimg.com/ny/api/res/1.2/NxeCz9hRIychC8tjZnNDjw--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD05MDA-/https://media.zenfs.com/en/motleyfool.com/7bf813e12de7e4a77d2ad43e2e369b66,en,2025-01-15 23:27:00+00:00,finance.yahoo.com,,AAPL
